Player,Age,Tm,Lg,Season,G,GS,MP,PER,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,ORtg,DRtg,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Joe Chealey,24,CHO,NBA,2019-20,4,0,33,-2.9,0.571,0.286,0,0,0,3.9,6.1,0,20.2,13.2,29,108,-0.2,0,-0.1,-0.188,-14.3,1.7,-12.5,-0.1,0,7,0,3,0,4,2,2,0,0,0,1,4,0,2,2,2
Zylan Cheatham,24,NOP,NBA,2019-20,4,0,51,6.7,0.111,0,6.2,12.5,9.4,7.7,0.9,1.6,30.8,10.4,103,114,0,0,0,0.034,-6.5,-0.6,-7.1,-0.1,6,9,6,8,0,1,0,0,3,6,9,3,1,1,4,10,12
Chris Chiozza,24,TOT,NBA,2019-20,28,2,401,12,0.514,0.036,2.4,11.6,6.9,29.4,2.5,0.9,18.4,18.1,103,111,0,0.4,0.5,0.055,-1.6,0.5,-1.2,0.1,55,140,28,68,27,72,5,5,9,44,53,83,21,4,32,37,142
Marquese Chriss,22,GSW,NBA,2019-20,59,21,1196,19.5,0.101,0.405,10,23.6,16.5,15.3,1.6,4.7,14.7,19,117,110,2.1,1.3,3.4,0.136,0,0.6,0.6,0.8,210,385,202,346,8,39,120,156,114,251,365,114,39,62,78,122,548
Gary Clark,25,TOT,NBA,2019-20,42,5,567,10.7,0.835,0.075,6.8,14,10.3,4.1,0.5,3.4,6.8,11,120,112,0.7,0.5,1.2,0.1,-0.9,-1,-1.9,0,54,133,15,22,39,111,9,10,37,73,110,17,6,22,10,46,156
Brandon Clarke,23,MEM,NBA,2019-20,58,4,1300,20.9,0.134,0.234,7.6,20.1,14,9.5,1.1,3.2,9.4,18.7,127,109,3.4,1.6,5,0.183,2.4,0.7,3.1,1.7,296,479,273,415,23,64,85,112,92,253,345,81,32,48,55,100,700
Jordan Clarkson,27,TOT,NBA,2019-20,71,2,1705,17.3,0.476,0.19,3.3,8.7,6.1,13.2,1.3,0.8,9.4,26.3,111,114,2.4,1,3.4,0.096,2.4,-1.3,1.1,1.3,394,867,242,454,152,413,138,165,50,137,187,136,46,16,97,108,1078
Nicolas Claxton,20,BRK,NBA,2019-20,15,0,187,14.8,0.146,0.438,10.7,13.6,12.2,12.4,0.3,3.6,13.6,14.8,118,111,0.3,0.2,0.5,0.121,-0.7,0,-0.6,0.1,27,48,26,41,1,7,11,21,19,25,44,16,1,8,9,14,66
Chris Clemons,22,HOU,NBA,2019-20,33,0,291,13.1,0.754,0.077,1.4,9.4,5.4,14.3,1.4,1.8,11.5,23.6,105,112,0.1,0.2,0.4,0.058,0.3,-1.3,-1,0.1,57,142,20,35,37,107,10,11,4,26,30,27,9,6,19,26,161
Antonius Cleveland,25,DAL,NBA,2019-20,11,0,46,2.5,0.214,0.357,4.6,11.3,8,2.8,1.1,5.6,11,16.9,74,110,-0.1,0,-0.1,-0.076,-9,-1,-10.1,-0.1,4,14,4,11,0,3,3,5,2,5,7,1,1,3,2,8,11
Amir Coffey,22,LAC,NBA,2019-20,18,1,159,8.5,0.352,0.204,2.7,7.6,5.2,12.3,1.5,1.1,12,17.6,100,110,0,0.2,0.1,0.041,-4.2,0.1,-4.1,-0.1,23,54,17,35,6,19,6,11,4,12,16,14,5,2,8,20,58
John Collins,22,ATL,NBA,2019-20,41,41,1363,23.5,0.243,0.248,9,24,16.4,7.6,1.1,4.1,10.1,22.7,124,112,3.8,1.2,4.9,0.174,3.7,-0.6,3.1,1.7,353,605,294,458,59,147,120,150,116,300,416,60,31,66,75,138,885
Zach Collins,22,POR,NBA,2019-20,11,11,290,9.9,0.279,0.118,9.1,15.7,12.4,7.2,0.8,1.5,16.4,12.5,110,116,0.2,0.1,0.3,0.052,-1.7,-1.4,-3.1,-0.1,32,68,25,49,7,19,6,8,25,44,69,16,5,5,14,36,77
Mike Conley,32,UTA,NBA,2019-20,47,41,1363,14.1,0.451,0.245,2.8,9.2,6.1,23.1,1.3,0.3,12.8,23.1,109,112,1.4,1.1,2.5,0.089,0.7,-0.4,0.3,0.8,232,567,136,311,96,256,115,139,33,118,151,208,36,5,92,104,675
Pat Connaughton,27,MIL,NBA,2019-20,67,4,1243,11.5,0.551,0.133,5.1,16.8,11.3,10.9,0.9,2.2,14,12.3,114,104,1.1,2.3,3.4,0.13,-0.9,1.5,0.6,0.8,137,301,82,135,55,166,31,40,60,224,284,107,25,31,52,70,360
Quinn Cook,26,LAL,NBA,2019-20,44,1,508,10,0.397,0.065,2.4,8.5,5.5,13.8,1.1,0.4,13,21,99,111,-0.2,0.5,0.3,0.03,-2.3,-1.4,-3.8,-0.2,91,214,60,129,31,85,11,14,11,40,51,49,12,2,33,27,224
Tyler Cook,22,TOT,NBA,2019-20,13,0,54,19.4,0,0.667,12.3,16.6,14.4,2.9,2.7,0,16.2,14.7,135,112,0.2,0,0.2,0.182,0.3,-0.7,-0.4,0,8,12,8,12,0,0,7,8,6,8,14,1,3,0,3,5,23
Robert Covington,29,TOT,NBA,2019-20,70,68,2137,13.3,0.664,0.172,3,20.2,11.4,5.9,2.5,3.7,11.7,17,105,107,0.7,3,3.7,0.083,-1.2,1.3,0,1.1,305,723,144,243,161,480,99,124,63,400,463,88,115,93,103,220,870
Allen Crabbe,27,TOT,NBA,2019-20,37,1,653,6,0.672,0.079,1.8,11,6.3,6.8,1.1,0.5,8.5,12.7,97,117,-0.2,0.2,-0.1,-0.007,-3.8,-1.5,-5.3,-0.5,63,177,27,58,36,119,10,14,11,66,77,33,15,4,17,47,172
Torrey Craig,29,DEN,NBA,2019-20,58,27,1072,10.8,0.513,0.134,6.6,13.2,9.9,5.9,1.1,3.1,8.1,12.6,116,112,1.1,0.9,2,0.091,-2,-0.3,-2.3,-0.1,124,269,79,131,45,138,22,36,63,126,189,47,23,36,25,135,315
Jamal Crawford,39,BRK,NBA,2019-20,1,0,6,33.2,0.5,0,0,0,0,100,0,0,0,27.9,155,118,0.1,0,0.1,0.492,12.4,2.6,15,0,2,4,1,2,1,2,0,0,0,0,0,3,0,0,0,1,5
Jae Crowder,29,TOT,NBA,2019-20,65,53,1875,12.5,0.7,0.222,3,18.5,11,11.5,1.8,1.2,10,15.5,111,109,1.6,2.2,3.8,0.098,-0.5,0.4,-0.1,0.9,226,563,91,169,135,394,97,125,52,332,384,161,72,24,69,143,684
Jarrett Culver,20,MIN,NBA,2019-20,63,35,1506,9.6,0.388,0.206,4.7,10.3,7.4,10.8,1.8,2.1,11.5,19.2,94,113,-1.2,1.1,-0.1,-0.004,-3.3,-0.7,-4,-0.8,230,569,164,348,66,221,54,117,70,142,212,110,57,38,81,125,580
Seth Curry,29,DAL,NBA,2019-20,64,25,1576,15.5,0.559,0.169,1.8,7.8,4.8,11.6,1.2,0.5,9.1,18.4,123,115,3.5,0.8,4.3,0.13,1.7,-0.9,0.8,1.2,284,574,139,253,145,321,80,97,27,118,145,124,38,9,62,113,793
Stephen Curry,31,GSW,NBA,2019-20,5,5,139,21.7,0.598,0.317,3,17.8,10.1,42.3,1.7,1.3,14.6,33.6,109,113,0.2,0.1,0.3,0.103,4.5,-0.6,3.9,0.2,33,82,21,33,12,49,26,26,4,22,26,33,5,2,16,11,104
Troy Daniels,28,TOT,NBA,2019-20,47,0,532,8.4,0.71,0.086,2.5,8.2,5.4,4.3,1,0.5,5.9,16.3,105,112,0.1,0.5,0.6,0.056,-1.7,-1.2,-2.9,-0.1,72,186,26,54,46,132,10,16,12,40,52,17,11,3,12,37,200
Anthony Davis,26,LAL,NBA,2019-20,62,62,2131,27.4,0.199,0.479,7.4,22.1,14.8,15.1,2,6,10.4,29.3,121,102,6.7,4.4,11.1,0.25,5.4,2.6,8,5.4,551,1096,479,878,72,218,444,525,142,435,577,200,91,143,154,156,1618
Ed Davis,30,UTA,NBA,2019-20,28,1,303,9.5,0,0.304,13.2,24.6,19.1,5.2,1.8,2.5,20,9.4,110,106,0.2,0.5,0.6,0.102,-4.6,1.5,-3.2,-0.1,22,46,22,46,0,0,7,14,35,70,105,12,11,9,13,61,51
Terence Davis,22,TOR,NBA,2019-20,72,4,1209,13.8,0.555,0.135,4.5,16,10.3,14.2,1.5,1.1,14.1,19,111,106,1.2,1.9,3.1,0.122,0.1,0.7,0.8,0.8,199,436,105,194,94,242,51,59,50,187,237,115,39,14,76,124,543
Dewayne Dedmon,30,TOT,NBA,2019-20,44,18,774,9.4,0.42,0.141,8.5,27.6,17.8,4,1.5,4.8,17.4,18.1,90,108,-1,1,0.1,0.005,-5.8,0,-5.8,-0.7,102,255,80,148,22,107,30,36,60,189,249,22,25,41,57,133,256
Matthew Dellavedova,29,CLE,NBA,2019-20,57,4,821,8.1,0.52,0.211,2.4,7.8,5.1,29,1.2,0.2,23.6,13,103,118,0.1,0.1,0.2,0.011,-3.6,-1.6,-5.2,-0.7,62,175,41,84,21,91,32,37,18,57,75,180,20,2,59,78,177
DeMar DeRozan,30,SAS,NBA,2019-20,68,68,2316,21.6,0.033,0.43,2,15.4,8.7,26.1,1.4,0.8,11.6,26.3,118,115,5.9,1.3,7.3,0.151,2.3,-0.4,1.9,2.3,557,1049,548,1014,9,35,381,451,44,331,375,380,70,20,164,180,1504
Cheick Diallo,23,PHO,NBA,2019-20,47,2,479,16.5,0.021,0.275,6.9,23.7,15.2,6.9,1.1,2.2,16.7,17,119,110,0.8,0.5,1.3,0.132,-1.1,-0.2,-1.3,0.1,92,142,91,139,1,3,34,39,30,101,131,22,11,12,32,55,219
Hamidou Diallo,21,OKC,NBA,2019-20,46,3,896,9.3,0.193,0.213,5.6,14.7,10.3,5.9,2,0.9,13.6,18.4,94,109,-0.7,1.1,0.4,0.022,-4.2,0.3,-3.9,-0.4,132,296,116,239,16,57,38,63,44,123,167,36,37,9,51,101,318
Gorgui Dieng,30,TOT,NBA,2019-20,63,17,1096,17.1,0.418,0.277,8.5,25.8,17,9.7,2.2,4.5,12.8,17.6,113,106,1.3,1.7,2.9,0.129,-0.2,1.8,1.5,1,166,364,112,212,54,152,78,101,91,263,354,73,51,59,60,124,464
Spencer Dinwiddie,26,BRK,NBA,2019-20,64,49,1994,17.8,0.392,0.437,1.7,9.6,5.7,35,0.9,0.9,12.5,29.2,111,113,3.2,1.6,4.8,0.116,2.7,-0.8,1.8,1.9,424,1021,301,621,123,400,347,446,32,189,221,432,40,21,174,180,1318
Donte DiVincenzo,23,MIL,NBA,2019-20,66,24,1520,14.1,0.484,0.169,4.6,15.5,10.3,13.6,2.6,1.2,14.1,17.3,108,101,1,3.2,4.3,0.135,-1.1,2.4,1.3,1.3,232,510,149,263,83,247,63,86,66,252,318,154,85,20,90,113,610
Luka Dončić,20,DAL,NBA,2019-20,61,61,2047,27.6,0.431,0.448,4.1,25,14.7,45.7,1.5,0.6,14.8,36.8,116,110,6.5,2.3,8.8,0.207,7.4,1,8.4,5.4,581,1255,410,714,171,541,426,562,78,495,573,538,62,14,260,153,1759
Luguentz Dort,20,OKC,NBA,2019-20,36,28,820,7.6,0.463,0.243,3.3,7.5,5.5,4.6,1.8,0.4,8.4,14.1,103,111,0.1,0.8,0.8,0.049,-4.1,0.4,-3.7,-0.4,86,218,56,117,30,101,42,53,24,57,81,27,31,4,22,97,244
Damyean Dotson,25,NYK,NBA,2019-20,48,0,836,10.9,0.562,0.114,1.2,10.6,5.8,10,1.3,0.5,6.5,16.5,109,116,0.6,0.4,0.9,0.053,-0.9,-0.5,-1.5,0.1,120,290,61,127,59,163,22,33,10,81,91,57,23,4,21,44,321
Sekou Doumbouya,19,DET,NBA,2019-20,38,19,754,6.2,0.415,0.195,3,14.9,8.9,3.6,1.3,0.9,12,16.9,90,114,-0.8,0.5,-0.3,-0.02,-5.3,-1.4,-6.7,-0.9,92,236,64,138,28,98,31,46,20,98,118,19,20,8,35,80,243
PJ Dozier,23,DEN,NBA,2019-20,29,0,412,11.6,0.312,0.185,2.7,12.2,7.5,21.6,1.7,1.3,13.7,20.8,102,112,0,0.4,0.4,0.044,-2.6,-1.3,-3.9,-0.2,65,157,48,108,17,49,21,29,10,45,55,63,14,6,27,45,168
Goran Dragić,33,MIA,NBA,2019-20,59,3,1663,16.3,0.467,0.34,2,10.2,6.3,29.2,1.2,0.6,14.8,25.9,110,113,2.2,1.3,3.5,0.102,1.4,-1.6,-0.1,0.8,319,724,195,386,124,338,191,246,29,158,187,301,40,10,144,124,953
Andre Drummond,26,TOT,NBA,2019-20,57,56,1879,22,0.045,0.375,14.9,37.5,26,13.6,2.8,4.2,18.2,25.9,104,103,0.6,3.6,4.2,0.108,-0.1,1.1,0.9,1.4,418,784,413,749,5,35,169,294,250,614,864,152,109,93,203,201,1010
Jared Dudley,34,LAL,NBA,2019-20,45,1,364,7.8,0.7,0.033,1.8,13.7,7.8,9.5,2,0.7,11.6,8,117,108,0.3,0.5,0.8,0.102,-2.8,2,-0.8,0.1,24,60,6,18,18,42,2,2,6,46,52,28,15,3,8,41,68
Kris Dunn,25,CHI,NBA,2019-20,51,32,1269,12.1,0.327,0.158,1.9,14.9,8.1,19.4,3.8,1.3,15.7,14.6,104,106,0.3,2,2.3,0.085,-3.7,3.1,-0.6,0.4,152,342,123,230,29,112,40,54,23,163,186,173,101,17,68,158,373
Carsen Edwards,21,BOS,NBA,2019-20,37,0,351,6.9,0.594,0.148,1.9,12.4,7.2,9.3,1.7,1.1,9.9,18.4,92,109,-0.3,0.4,0.1,0.014,-4.4,-0.2,-4.6,-0.2,42,128,18,52,24,76,13,19,6,41,47,24,12,4,15,34,121
Henry Ellenson,23,BRK,NBA,2019-20,5,0,15,-1.3,0.571,0,14.1,27,20.7,8.7,0,0,0,19.5,60,111,-0.1,0,-0.1,-0.183,-7.8,-3.1,-10.9,0,1,7,1,3,0,4,0,0,2,4,6,1,0,0,0,1,2
Wayne Ellington,32,NYK,NBA,2019-20,36,1,558,8.5,0.822,0.075,0.7,12,6.2,11,1.1,0.7,9.1,15,105,116,0.2,0.2,0.4,0.035,-1.9,-0.9,-2.9,-0.1,61,174,11,31,50,143,11,13,4,61,65,44,13,4,18,41,183
Joel Embiid,25,PHI,NBA,2019-20,51,51,1506,25.8,0.215,0.543,10.3,33.2,21.7,16.9,1.4,3.7,13.8,32.9,113,104,3.3,2.7,6,0.192,3.7,1,4.7,2.5,382,801,325,629,57,172,351,435,141,452,593,152,45,65,159,174,1172
James Ennis,29,TOT,NBA,2019-20,69,18,1265,11.5,0.471,0.273,6.1,15.3,10.6,7,1.3,1.5,12.6,15.7,111,110,1,1.4,2.4,0.09,-2.2,-0.4,-2.6,-0.2,160,359,105,190,55,169,79,98,71,174,245,63,35,22,58,137,454
Drew Eubanks,22,SAS,NBA,2019-20,22,3,272,17.3,0.015,0.388,11.1,22.6,16.8,7.7,0.9,5.5,21.1,15.8,120,111,0.5,0.3,0.8,0.134,-1.4,-0.3,-1.7,0,43,67,42,66,1,1,20,26,28,57,85,15,5,17,21,37,107
Jacob Evans,22,TOT,NBA,2019-20,29,1,418,5.5,0.291,0.216,2.3,8.6,5.3,10.8,1.3,2.6,14.6,17.5,86,116,-0.7,0.2,-0.5,-0.056,-5.8,-1.3,-7.1,-0.5,45,134,32,95,13,39,25,29,9,32,41,31,11,12,25,41,128
Dante Exum,24,TOT,NBA,2019-20,35,1,485,10.3,0.361,0.361,2.7,12.6,7.7,11.5,1.3,1.4,18.4,15,106,115,0.2,0.2,0.4,0.043,-2.5,-0.4,-2.9,-0.1,56,119,41,76,15,43,32,43,12,55,67,40,13,8,31,38,159
Tacko Fall,24,BOS,NBA,2019-20,7,0,33,28.4,0,0.214,3.3,44.9,24.3,5.8,1.5,11.2,16.4,23.7,115,93,0.1,0.1,0.2,0.223,0.4,6,6.5,0.1,11,14,11,14,0,0,1,3,1,14,15,1,1,4,3,7,23
Derrick Favors,28,NOP,NBA,2019-20,51,49,1243,18.5,0.021,0.209,13.9,28.9,21.4,9.2,1.1,3.1,12.9,14,126,109,2.6,1.6,4.2,0.162,0.7,0.3,1,0.9,209,339,208,332,1,7,40,71,163,338,501,81,30,46,55,107,459
Cristiano Felício,27,CHI,NBA,2019-20,22,0,386,12.8,0.037,0.426,15,14.1,14.6,5.7,1.2,0.5,21.9,9.1,130,112,0.7,0.3,1,0.126,-1.4,-1.6,-3,-0.1,34,54,34,52,0,2,18,23,55,47,102,16,10,2,18,34,86
Terrance Ferguson,21,OKC,NBA,2019-20,56,38,1257,3.7,0.764,0.091,2.1,4.4,3.3,5.3,1,1.2,11.9,9.1,97,114,-0.3,0.9,0.6,0.021,-4.8,0.3,-4.5,-0.8,78,220,29,52,49,168,15,20,23,51,74,51,27,17,31,155,220
Bruno Fernando,21,ATL,NBA,2019-20,56,13,713,11.9,0.186,0.256,10,20,15,9.9,1.2,2,15.9,15.3,107,114,0.4,0.4,0.8,0.055,-3.2,-0.9,-4.1,-0.4,103,199,98,162,5,37,29,51,67,131,198,49,18,17,42,107,240
Yogi Ferrell,26,SAC,NBA,2019-20,50,0,530,12.2,0.42,0.223,1.2,9.4,5.2,18.8,1.6,0.7,11.9,19.2,107,114,0.3,0.3,0.7,0.06,-1.5,-0.3,-1.8,0,79,188,55,109,24,79,36,42,6,43,49,69,18,4,28,38,218
Dorian Finney-Smith,26,DAL,NBA,2019-20,71,68,2120,12.3,0.58,0.207,7.3,12.7,10,7.2,1,1.6,10.8,12.9,122,113,3.3,1.5,4.9,0.11,0.1,-0.3,-0.2,0.9,243,522,129,219,114,303,78,108,145,260,405,114,45,39,69,178,678
Bryn Forbes,26,SAS,NBA,2019-20,63,62,1579,11.1,0.656,0.155,0.8,7.8,4.3,9.5,1,0,8.4,18.5,110,118,1.3,0.3,1.5,0.047,-0.6,-2.1,-2.7,-0.3,242,581,94,200,148,381,75,90,12,114,126,108,33,0,57,113,707
Evan Fournier,27,ORL,NBA,2019-20,66,66,2076,16.4,0.467,0.237,0.9,8.2,4.4,16.6,1.7,0.7,10.9,23.9,112,112,2.9,1.7,4.6,0.106,1.4,-0.4,1,1.6,434,929,261,495,173,434,180,220,18,153,171,209,71,15,125,161,1221
De'Aaron Fox,22,SAC,NBA,2019-20,51,49,1634,20.6,0.227,0.42,2.4,11.4,6.8,35.3,2.2,1.5,14.1,29.8,111,112,2.6,1.4,4,0.118,2.3,-0.5,1.8,1.6,391,815,337,630,54,185,241,342,35,161,196,348,74,25,158,145,1077
Melvin Frazier,23,ORL,NBA,2019-20,19,0,126,9.8,0.471,0.118,1.7,7.1,4.3,3.4,3.5,1.4,12.3,14,100,108,0,0.2,0.2,0.057,-3.5,1.2,-2.3,0,15,34,7,18,8,16,2,4,2,8,10,3,9,2,5,11,40
Michael Frazier,25,HOU,NBA,2019-20,13,0,145,-0.9,0.793,0.483,0.7,6.6,3.6,1.7,0.6,0,12.5,11.5,76,116,-0.2,0.1,-0.2,-0.06,-8.9,-2.1,-11,-0.3,7,29,3,6,4,23,9,14,1,9,10,2,2,0,5,22,27
Tim Frazier,29,DET,NBA,2019-20,27,11,355,9.8,0.319,0.255,2.8,7.8,5.3,36.5,1.9,0.9,25.6,17.3,99,114,-0.1,0.2,0.1,0.016,-3,-1.6,-4.6,-0.2,34,94,24,64,10,30,19,24,9,24,33,93,14,4,36,42,97
Markelle Fultz,21,ORL,NBA,2019-20,72,60,1996,14.3,0.175,0.206,2.1,11,6.4,29,2.2,0.5,14.9,21.4,104,111,0.6,2,2.7,0.065,-1.8,0,-1.8,0.1,359,772,323,637,36,135,116,159,41,197,238,369,90,11,147,142,870
Wenyen Gabriel,22,TOT,NBA,2019-20,30,1,235,9.6,0.417,0.458,9.5,13.9,11.7,4.4,2.2,2.6,21.7,13.4,103,112,0,0.2,0.2,0.048,-3.7,-0.1,-3.8,-0.1,21,48,15,28,6,20,15,22,21,31,52,8,11,7,16,39,63
Daniel Gafford,21,CHI,NBA,2019-20,43,7,609,16.2,0,0.448,9,10.3,9.6,5.2,1,8.7,15.3,13.3,124,109,1.1,0.8,1.9,0.146,-2.8,1.5,-1.3,0.1,94,134,94,134,0,0,32,60,52,54,106,21,13,56,29,98,220
Danilo Gallinari,31,OKC,NBA,2019-20,62,62,1834,19.5,0.537,0.365,2.1,16.8,9.7,10.3,1.1,0.2,7.4,24.6,120,111,4.5,1.9,6.3,0.166,4.1,-0.9,3.3,2.4,358,817,180,378,178,439,266,298,34,288,322,119,42,5,76,75,1160
Langston Galloway,28,DET,NBA,2019-20,66,6,1702,12.3,0.611,0.157,2.2,7.8,5,8.8,1.4,0.5,6.5,15.9,118,116,2.4,0.7,3.1,0.087,0,-0.9,-0.8,0.5,236,542,104,211,132,331,73,85,33,116,149,101,48,11,40,96,677
Darius Garland,20,CLE,NBA,2019-20,59,59,1824,8.5,0.423,0.103,1.6,5.2,3.4,18.5,1.1,0.2,17.1,20.7,96,119,-1.3,0,-1.3,-0.034,-2.7,-2.8,-5.6,-1.7,280,699,175,403,105,296,63,72,27,84,111,229,42,4,151,92,728
Marc Gasol,35,TOR,NBA,2019-20,44,43,1161,11.8,0.53,0.176,2.9,21.7,12.5,17.3,1.4,3.2,16.4,13.2,110,103,0.8,2.2,3,0.124,-1.2,2.8,1.6,1.1,119,279,62,131,57,148,36,49,31,244,275,147,34,38,59,124,331
Rudy Gay,33,SAS,NBA,2019-20,67,5,1461,15.4,0.369,0.228,4.5,22.2,13.4,11.3,1.1,2,11.8,22,107,113,0.9,1.1,2.1,0.068,0,-0.9,-0.8,0.4,266,596,192,376,74,220,120,136,61,301,362,114,35,33,88,103,726
Paul George,29,LAC,NBA,2019-20,48,48,1419,21.1,0.487,0.277,1.8,17.7,10,21.1,2.3,1.2,12.5,29.6,112,106,2.5,2.3,4.8,0.161,3.8,1.1,4.9,2.5,343,782,186,401,157,381,190,217,24,248,272,185,68,20,125,113,1033
Taj Gibson,34,NYK,NBA,2019-20,62,56,1025,16.1,0.049,0.196,11.2,16.7,13.9,7.6,1.3,2.8,13.1,14.8,121,113,1.8,0.8,2.6,0.12,-0.8,-0.3,-1.1,0.2,167,286,163,272,4,14,41,56,111,156,267,52,27,30,47,122,379
Harry Giles,21,SAC,NBA,2019-20,46,17,667,16.4,0.008,0.195,7.1,25.1,15.9,14.2,1.6,2.6,13.9,20.6,111,109,0.8,0.8,1.6,0.112,-2.2,0.9,-1.3,0.1,139,251,139,249,0,2,38,49,43,145,188,60,22,18,44,119,316
Shai Gilgeous-Alexander,21,OKC,NBA,2019-20,70,70,2428,17.7,0.247,0.352,2.2,16.1,9.4,15.2,1.6,1.7,10.3,23.7,111,109,3.1,3,6.1,0.121,1.3,0.4,1.7,2.2,478,1015,391,764,87,251,288,357,47,365,412,232,79,47,134,117,1331
Rudy Gobert,27,UTA,NBA,2019-20,68,68,2333,21.7,0,0.724,11.2,31.3,21.6,6.5,1.1,4.8,15,16.2,130,104,6.5,4.2,10.7,0.221,1.7,1.9,3.6,3.3,386,557,386,557,0,0,254,403,230,686,916,101,51,135,130,215,1026
Brandon Goodwin,24,ATL,NBA,2019-20,34,1,430,11.6,0.458,0.158,2.7,15.5,9,18,1.3,0.8,12.5,22.4,101,116,-0.1,0.2,0.1,0.013,-1.6,-1.3,-2.9,-0.1,76,190,50,103,26,87,28,30,11,61,72,51,12,4,29,43,206
Aaron Gordon,24,ORL,NBA,2019-20,62,62,2017,15.1,0.309,0.292,5.5,20.3,12.7,17.4,1.2,1.7,10.4,20.7,107,110,1.4,2.3,3.7,0.087,-0.1,0.1,0,1,335,767,262,530,73,237,151,224,107,368,475,228,51,39,100,125,894
Eric Gordon,31,HOU,NBA,2019-20,36,15,1016,10.3,0.654,0.231,0.9,6.5,3.7,7.9,1,1.1,7.8,22.5,101,115,-0.1,0.6,0.5,0.024,-1.8,-2.1,-3.9,-0.5,171,463,75,160,96,303,82,107,9,62,71,54,23,13,43,70,520
Devonte' Graham,24,CHO,NBA,2019-20,63,53,2211,15.8,0.607,0.242,2,8.7,5.2,35.3,1.4,0.6,14.5,24.8,109,116,2.4,0.9,3.4,0.073,2.5,-2.1,0.5,1.4,368,963,150,378,218,585,191,233,42,170,212,471,62,15,181,115,1145
Treveon Graham,26,TOT,NBA,2019-20,55,20,929,6.6,0.496,0.231,5.7,11.7,8.6,6.6,1.2,0.5,9.8,13.1,99,116,-0.2,0.4,0.2,0.009,-4.5,-1,-5.6,-0.8,87,242,54,122,33,120,36,56,51,99,150,45,24,6,29,102,243
Jerami Grant,25,DEN,NBA,2019-20,71,24,1892,14.4,0.397,0.309,3.4,11.2,7.3,6.6,1.3,2.8,8,18,117,112,2.8,1.6,4.4,0.111,0.1,-0.6,-0.5,0.7,303,634,205,382,98,252,147,196,58,190,248,88,50,57,63,154,851
Jerian Grant,27,WAS,NBA,2019-20,6,0,80,6.6,0.296,0.259,2.6,5.7,4.1,15.3,0.6,1.1,9.1,17.2,99,120,0,0,0,-0.018,-4.8,-2,-6.8,-0.1,10,27,8,19,2,8,5,7,2,4,6,9,1,1,3,11,27
Josh Gray,26,NOP,NBA,2019-20,2,0,23,-5,0,0,4.6,4.6,4.6,10.4,0,0,71.4,12.5,47,119,-0.1,0,-0.1,-0.226,-11.3,-4.7,-16,-0.1,1,2,1,2,0,0,0,0,1,1,2,2,0,0,5,1,2
Danny Green,32,LAL,NBA,2019-20,68,68,1687,10.8,0.69,0.101,3.3,11.2,7.3,7.1,2.4,1.7,11.3,13.9,108,107,0.8,2.5,3.4,0.096,-1.1,1.5,0.5,1.1,197,474,77,147,120,327,33,48,51,174,225,91,85,32,63,136,547
Draymond Green,29,GSW,NBA,2019-20,43,43,1222,12.5,0.408,0.263,2,22.3,11.8,31.2,2.3,2.4,21.8,15.7,100,110,-0.2,1.3,1.1,0.044,-2.1,1.9,-0.2,0.6,123,316,87,187,36,129,63,83,23,243,266,266,59,33,98,110,345
JaMychal Green,29,LAC,NBA,2019-20,63,1,1307,11.1,0.676,0.136,6.3,24.1,15.4,5,1,1.6,12.6,13.7,112,106,1.1,2,3.1,0.115,-1.2,0.7,-0.5,0.5,151,352,59,114,92,238,36,48,77,311,388,49,29,24,54,174,430
Javonte Green,26,BOS,NBA,2019-20,48,2,468,13.1,0.262,0.333,5.6,15.6,10.6,7.7,2.5,1.6,13.7,15.3,110,106,0.4,0.8,1.1,0.113,-2.1,1.4,-0.7,0.2,63,126,54,93,9,33,28,42,24,69,93,26,24,8,23,43,163
Jeff Green,33,TOT,NBA,2019-20,48,4,960,13.7,0.532,0.265,2.7,12,7.5,7.9,1.3,1.7,9.9,19,114,111,1.2,0.9,2.1,0.104,0,-0.1,-0.1,0.5,159,344,97,161,62,183,73,91,24,109,133,50,26,19,42,89,453
Blake Griffin,30,DET,NBA,2019-20,18,18,512,11.9,0.444,0.392,3.7,15,9.3,18,0.7,1.1,12,28.4,97,115,-0.4,0.3,-0.1,-0.012,-1.7,-2.6,-4.3,-0.3,88,250,61,139,27,111,76,98,17,67,84,59,7,7,40,27,279
Marko Guduric,24,MEM,NBA,2019-20,44,0,484,8.8,0.529,0.166,3.1,12.6,7.9,12.3,1.2,1.4,17.6,17.6,97,112,-0.3,0.4,0.1,0.014,-2.7,-0.7,-3.4,-0.2,62,157,37,74,25,83,24,26,14,59,73,45,12,8,36,34,173
Kyle Guy,22,SAC,NBA,2019-20,3,0,10,6.6,0.6,0,0,11.5,5.6,15.6,0,0,0,21.7,92,118,0,0,0,-0.045,-7.5,-4.8,-12.3,0,2,5,2,2,0,3,0,0,0,1,1,1,0,0,0,1,4
